"ID","Type","Name","Documentation","Source","Target","Specialization"
"bf27e4a7-5fa9-45b9-9517-e03b09ca5407","AssociationRelationship","","","af8452fe-d02e-4123-823c-77f063f9ae05","f96c05af-f662-48dc-b23d-d2e1415eb483",""
"6de53258-ed35-4ca3-aed4-513d723e3ca4","AssociationRelationship","","","f96c05af-f662-48dc-b23d-d2e1415eb483","bcbd5ca0-7ee3-4215-bdfb-84168de43151",""
"269e8a30-84c8-4ddd-97f9-d8e7dca2e9dd","AssociationRelationship","","","63c8e450-3d6f-45ce-9910-4ddaf6e483ef","f96c05af-f662-48dc-b23d-d2e1415eb483",""
"b397563d-8ab9-4dcb-8ecb-329fb33aca5c","AssociationRelationship","","","d9e019cf-50b6-49e4-ae69-324f4803780c","1e79ac6c-cd8e-446f-9e7f-4491792a540e",""
"4c9dca0f-cde3-4d3c-9974-6f32eacc09ec","AssociationRelationship","","","1e79ac6c-cd8e-446f-9e7f-4491792a540e","20ef4c91-e973-4750-9cf2-e100046225a0",""
"086c29d9-be9b-4363-89d7-0c4cb5cfd896","AssociationRelationship","","","aad0936a-8f21-4a17-9ced-056d0aa1948c","20ef4c91-e973-4750-9cf2-e100046225a0",""
"03ed4829-7c3f-4037-9b24-746026d41371","AssociationRelationship","","","cc2bc8aa-b27b-43ad-be34-1a24e429fbe9","6f82fbd7-8d1d-43d3-9f01-d3694b64d4f1",""
"bb89e1c1-d46b-48cf-b089-0cf33806db84","AssociationRelationship","","","1f9ae3ae-d313-4d82-97ff-563b7365a2b4","cc2bc8aa-b27b-43ad-be34-1a24e429fbe9",""
"21439dad-eab0-4e2a-be66-86aedba8fa51","AssociationRelationship","","","ab5d931a-0491-43f8-9faf-317c3aa5327d","c0d29a04-3e2e-4f0e-8c54-a53f7aa65d66",""
"8333a11f-80f6-4b02-ae78-6afe9c26ac6c","AssociationRelationship","","","698d7db0-343b-4c30-b75e-165b7b60070b","c0d29a04-3e2e-4f0e-8c54-a53f7aa65d66",""
"ef9ed85a-1c7d-4ea4-bf69-eb5144a9a4f2","AssociationRelationship","","","0ecacc83-1c84-48ee-b88d-75cd76e32f0c","3aeeefda-c6fc-490d-9f95-271f0666351d",""
"9140c62e-f273-423f-ab11-8ebafb2aa89b","AssociationRelationship","","","6134b68b-cbbc-4d74-b4a0-546cf88f2878","8cedaa02-8f81-4fc0-a75b-6f5b58d75eab",""
"eafcd023-9fae-4703-8a89-9830bbb28322","AssociationRelationship","","","9f4a9553-5d9c-4626-b0e6-0f1a0bcc24ef","1f19fb81-19f1-484e-b944-eadc48690e58",""
"60006a18-0640-4638-8bef-4813d5f37d1c","AssociationRelationship","","","0ecacc83-1c84-48ee-b88d-75cd76e32f0c","d1f96a38-d5e7-4d23-be91-84c5aebcaf00",""
"891fae52-f98d-43c9-a955-790ef4c9bed7","AssociationRelationship","","","ab5d931a-0491-43f8-9faf-317c3aa5327d","9984a65d-1e35-4290-9964-3ddabd1faf2d",""
"e5461856-6fd3-48d2-b9b5-1f52ef195af8","AssociationRelationship","","","698d7db0-343b-4c30-b75e-165b7b60070b","d13b20b7-ada5-4264-a5f5-7337590c9a8f",""
"b1be83f2-4bd2-47d0-a795-dd37c11b09e1","AssociationRelationship","","","308553f0-bc31-44d0-b084-c8235b4c92b0","50433dbf-a75c-420c-b0dd-b8b5887725ad",""
"36185b41-f770-46db-997e-3a2da695b74c","AssociationRelationship","","","944eb7c5-adb9-4f20-bb89-6eeea04dd569","2cd122ba-e3fc-4d94-8af5-a0d0e62f0d86",""
"62614c19-8614-4ff2-a61d-6ba7810917ff","AssociationRelationship","","","3544f5c4-9ead-40f3-a9a1-fcc9e143ff9e","3aeeefda-c6fc-490d-9f95-271f0666351d",""
"c70c172c-ad8f-4320-9c43-87bd6d2979cc","AssociationRelationship","","","3edc4bb3-7191-4ef9-bce5-40b0fa316f37","3aeeefda-c6fc-490d-9f95-271f0666351d",""
"44fde147-e8a5-464d-a227-56329c8bdb0a","AssociationRelationship","","","b3497a63-5a83-430f-ad26-1bafd8a70171","dfe7779f-c6af-445a-a608-484cfcdfe0fa",""
"745358ae-8c14-4b00-bce6-5c33abcdf1ec","AssociationRelationship","","","b3497a63-5a83-430f-ad26-1bafd8a70171","ac9c9104-8106-45a9-b7c5-1423c6abe4ff",""
"0b53277a-87d1-4182-a0ce-101b285a69a4","AssociationRelationship","","","20c99a43-1422-464c-bc7e-8b9a0ad1e70b","944eb7c5-adb9-4f20-bb89-6eeea04dd569",""
"7600e326-4e61-46d1-bffa-938137ebf972","AssociationRelationship","","","ad6c2174-af7d-4ef0-8470-00a197f0f603","20c99a43-1422-464c-bc7e-8b9a0ad1e70b",""
"0bc87b9c-7d5d-4c6c-879c-7774c6184013","AssociationRelationship","","","e8c24625-67b7-4e3a-af01-d925b343d707","581b9c42-35ae-4868-88b0-74ce99e7f664",""
"ab044163-9166-4cdb-a88d-b4ebfe20e681","AssociationRelationship","","","fe22c87c-acfe-45b9-b400-c9e05c116c4c","267f312f-9c4a-4982-947e-e24510cd398c",""
"1613c251-e517-4670-a490-905fe2dc5f60","AssociationRelationship","","","d3b7f680-bc8f-41ff-a649-a62333080dad","a5d89929-2f5c-4368-ac29-40e92ea724df",""
"5f191178-0a11-49cb-9d5b-1685d12ea49a","AssociationRelationship","","","267f312f-9c4a-4982-947e-e24510cd398c","a5d89929-2f5c-4368-ac29-40e92ea724df",""
"a27f302b-8da6-46e5-8cea-03ca75543349","AssociationRelationship","","","f22e90b2-9992-45e4-99ee-c9452903ad83","a5d89929-2f5c-4368-ac29-40e92ea724df",""
"a226ae3e-b61a-4f5b-9eec-93de5def1c7d","AssociationRelationship","","","3aeeefda-c6fc-490d-9f95-271f0666351d","9d65086d-280f-4fb0-8ed5-94760686a5b8",""
"d16d4113-6d07-46ef-9cc2-592a11cdd5c7","AssociationRelationship","","","ee839f97-8185-4e90-9d13-941a1b125e9a","c0d29a04-3e2e-4f0e-8c54-a53f7aa65d66",""
"840a76e3-d70a-4322-866c-7fd46be88552","AssociationRelationship","","","9f73d180-5156-4c10-90e4-c1de399d879b","2e801b1e-6195-4c23-8ccd-fb1cd00ce9bb",""
"cff5af49-ee40-49c4-b449-5caca1b9c5ae","AssociationRelationship","","","e000ebfa-a440-48d5-98d3-5cb055cd6b5a","f04014fc-7903-41c0-89bd-8e5cff988b77",""
"e26f7aaa-d164-4c80-a955-f12ccb8500fa","AssociationRelationship","","","fd8d9602-df0d-42ff-9e77-a85c5a805551","f04014fc-7903-41c0-89bd-8e5cff988b77",""
"f5a2e65d-e024-4870-b85c-a562b42463c4","AssociationRelationship","","","b663aa28-dab5-4d17-9b75-377696d8df00","f04014fc-7903-41c0-89bd-8e5cff988b77",""
"c0b011d9-6def-4a1a-9a49-94c8f6af43ea","AssociationRelationship","","","fe0a82ee-2aa6-4eca-b5a9-6c418b822ce9","f04014fc-7903-41c0-89bd-8e5cff988b77",""
"fc94935b-4864-4b5e-862e-a17a6458d632","AssociationRelationship","","","7b37b16d-58c7-4953-8380-8ff097091867","f04014fc-7903-41c0-89bd-8e5cff988b77",""
"15ae6921-29d5-4cdc-a3a5-9c9a3e4e5176","AssociationRelationship","","","c996ad21-2f82-41e4-9d09-e09224e01caa","f04014fc-7903-41c0-89bd-8e5cff988b77",""
"3adf2485-02e3-4956-883d-794939366461","AssociationRelationship","contains","","ad6c2174-af7d-4ef0-8470-00a197f0f603","9b99c84e-54e6-4776-938b-f39a88978d3c",""
"ffc7e148-85b8-48ce-a460-c6b3d7d25372","AssociationRelationship","produces","","6f82fbd7-8d1d-43d3-9f01-d3694b64d4f1","9b99c84e-54e6-4776-938b-f39a88978d3c",""
"4980f5a4-76a9-4c51-ade3-7c9c9202f07f","AssociationRelationship","R=260","","d3b7f680-bc8f-41ff-a649-a62333080dad","fe22c87c-acfe-45b9-b400-c9e05c116c4c",""
"775407a5-a5f7-43e7-9dee-50381e17cb16","CompositionRelationship","","","50433dbf-a75c-420c-b0dd-b8b5887725ad","0c2c88c0-f0cc-4adb-9a5a-b66433cca34b",""
